Country,Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
Albania,1.4049862482398328,-0.4593985099361714,0.8690252957551584,-1.2617314921029559,-0.2570169256653636,-0.022919115183134692,-0.15571839665053863,0.6806184969864466,-0.21103572121748299,0.9420262022069205,-0.2558046914148067,0.6595709567407413,-0.023295761466335364,0.6610726643647821,-0.3234448000817086,-0.20378024973943787,-0.2043396144105014,-0.8235679043451781,-0.7919771726769052,0.632862833385118,0.6572366096896202
Albania,1.1882101954445088,-0.4593985099361714,0.8375201070261216,-0.6501641092349825,-0.2570169256653636,0.03878377330487735,-0.15464779047241958,0.720515149856225,-0.21103572121748299,0.9070970770653994,-0.2558046914148067,0.7022621541935379,-0.11137118838018202,0.7032438935985947,-0.3234448000817086,-0.21506764166646816,-0.20432849942869546,-0.8009405715522097,-0.7697949066186334,0.6233781142829854,0.6572366096896202
Albania,0.9714341426491849,-0.4593985099361714,0.8060149182970848,-0.6340702307384569,-0.2570169256653636,0.13257216380665562,-0.16392221187460096,0.720515149856225,-0.2102507453608665,0.8721679519238784,-0.2558046914148067,0.7022621541935379,-0.13939518785276975,0.7032438935985947,-0.3234448000817086,-0.22678034962994303,-0.20902779242228925,-0.8009405715522097,-0.7697949066186334,0.590181597425521,0.6572366096896202
Albania,0.754658089853861,-0.4593985099361714,0.7745097295680464,-0.6179763522419313,-0.2570169256653636,0.1893388212156268,-0.1515358994619435,0.720515149856225,-0.2085935741080095,0.8372388267823577,-0.2558046914148067,0.7022621541935379,-0.09135404589976237,0.7032438935985947,-0.3234448000817086,-0.21349372548049367,-0.2042366450879009,-0.7783132387592411,-0.7476126405603616,0.5237885637105925,0.38924502884066925
Albania,0.5378820370585369,-0.4593985099361714,0.7325028112626646,-0.5938355344971429,-0.2485356240400692,0.16712578135994252,-0.35039080601097605,0.720515149856225,-0.21016352582124245,0.7973198266206194,-0.2558046914148067,0.7022621541935379,-0.23948090025486832,0.7032438935985947,-0.3234448000817086,-0.4898472657270754,-0.20430015458571246,-0.7783132387592411,-0.7476126405603616,0.46213788954673024,0.15103029030826784
Albania,0.32110598426321296,-0.4593985099361714,0.7220010816863179,-0.5938355344971429,-0.2485356240400692,0.29299967387548703,-0.19631714309181733,0.6806184969864466,-0.21103572121748299,0.7574008264588813,-0.2558046914148067,0.6595709567407413,-0.0593266179310908,0.6610726643647821,-0.3234448000817086,-0.23613585499633963,-0.16108290855787405,-0.7556859059662725,-0.7254303745020898,0.4431684513424649,0.06169976335861719
Albania,0.10432993146788898,-0.4593985099361714,0.6379872450755526,-1.3180600668407956,-0.2485356240400692,0.24857359416411842,-0.35300740400962327,0.720515149856225,-0.21103572121748299,0.712491951276926,-0.2558046914148067,0.7022621541935379,-0.027299189962419222,0.7032438935985947,-0.3234448000817086,-0.49382974109597677,-0.16075839371296444,-0.733058573173304,-0.7254303745020898,0.4052295749339343,0.002146078725517106
Albania,-0.112446121327435,-0.4593985099361714,0.7009976225336277,-1.2536845528546932,-0.2485356240400692,0.24116924754555694,-0.3552088368247451,0.6806184969864466,-0.2091168913457538,0.6675830760949706,-0.2558046914148067,0.7022621541935379,0.06477966544751129,0.6610726643647821,-0.3234448000817086,-0.4990446576145764,-0.2085888326098467,-0.733058573173304,-0.703248108443818,0.357805979423271,-0.11696129054068359
Albania,-0.329222174122759,-0.4593985099361714,0.5224682197357505,-0.5294600205110404,-0.2485356240400692,0.1745301279785038,-0.36977149532527626,0.6806184969864466,-0.20510479252304736,-1.6227695581847565,-0.2558046914148067,0.6168797592879446,-0.03130261845850308,0.6189014351309694,-0.3234448000817086,-0.5220348147012838,-0.1600168539312116,-0.7104312403803354,-0.6810658423855463,0.32460946256580675,-0.17651497517378367
Albania,-0.545998226918083,-0.4593985099361714,0.4489561127013303,-1.2054029173651162,-0.2485356240400692,0.13750839488569672,-0.3578519707124582,0.6806184969864466,-0.21051240397973867,0.5777653257310595,-0.2558046914148067,0.6168797592879446,0.07278652243967935,0.6610726643647821,-0.3234448000817086,-0.5049318190294224,-0.20396955764898866,-0.687803907587367,-0.6810658423855463,0.27244350750407764,-0.3551760290730845
Albania,-0.7627742797134069,-0.4593985099361714,0.39644746481960175,-1.1893090388685905,-0.2485356240400692,-0.015514768564573187,-0.2598181708693773,0.720515149856225,-0.2104251844401146,0.5278665755288868,-0.2558046914148067,0.6595709567407413,0.1768756633378618,0.6189014351309694,-0.3234448000817086,-0.3551175744999749,-0.20371624098399532,-0.687803907587367,-0.6588835763272746,0.25347406929981237,-0.3253991867565344
Albania,-0.9795503325087309,-0.4593985099361714,0.37544400566691005,-1.1812620996203278,-0.2485356240400692,-0.07721765705258524,-0.3640272462285733,0.6407218441166681,-0.21033796490049056,0.47796782532671417,-0.2558046914148067,0.6168797592879446,0.1328379498809383,0.6189014351309694,-0.3234448000817086,-0.5112021961638898,-0.20350841705426967,-0.6651765747943984,-0.6367013102690028,0.22027755244234806,-0.384952871389635
Albania,-1.1963263853040549,-0.4593985099361714,0.4279526535486386,-1.2054029173651162,-0.2485356240400692,-0.21543212726573222,-0.3188477897134576,0.6008251912468897,-0.20964020858349813,0.42806907512454145,-0.2558046914148067,0.6595709567407413,0.14484823536919023,0.6610726643647821,-0.3234448000817086,-0.4226107384388884,-0.2090184479685586,-0.6425492420014298,-0.614519044210731,0.20130811423808276,-0.384952871389635
Albania,-1.4131024380993789,-0.4593985099361714,0.4594578422776754,-1.2134498566133791,-0.2485356240400692,-0.08709011921066717,-0.32302943748569846,0.6008251912468897,-0.20946576950425003,0.3831601999425861,-0.2558046914148067,0.6168797592879446,0.024745380486672,0.6189014351309694,-0.3234448000817086,-0.43148903744513667,-0.2084829943760131,-0.6199219092084612,-0.614519044210731,0.16336923782955215,-0.41472971370618505
Albania,-1.6298784908947028,-0.4593985099361714,0.35444054651421836,-1.2375906743581675,-0.2485356240400692,-0.23270893604237555,-0.32529049773599455,0.6008251912468897,-0.15329638598635964,0.3332614497404134,-0.2558046914148067,0.6168797592879446,0.12883452138485443,0.6189014351309694,-0.3234448000817086,-0.44208560240826333,-0.20843784591009334,-0.6199219092084612,-0.5923367781524592,0.13491508052315418,-0.384952871389635
Algeria,1.6217623010351567,-0.4593985099361714,0.6694924338045894,-1.173215160372065,-0.07890959153418076,-0.35882765052461835,-0.3714328925945435,0.5609285383771113,-0.20554089022116762,1.0567933276719175,-0.11242947499132563,0.5314973643823512,0.12467702538033856,0.5345589766633442,-0.3234448000817086,-0.23483032624492547,0.4445689909609317,0.2625440697173124,0.20622479994532392,0.5475003614659241,0.7167902943227208
Algeria,1.4049862482398328,-0.4593985099361714,0.6484889746518993,-1.2375906743581675,-0.07890959153418076,-1.1335711079673514,-0.3441447264283494,0.5609285383771113,-0.21103572121748299,1.0019047024495276,-0.11242947499132563,0.5314973643823512,0.5091602285128292,0.5345589766633442,-0.3234448000817086,-0.48609793301098847,0.43213898221462455,0.2625440697173124,0.20622479994532392,0.5380156423637914,0.7167902943227208
Algeria,1.1882101954445088,-0.4593985099361714,0.6379872450755526,-0.4248498102836239,-0.07890959153418076,-1.0052290999122864,-0.09750595786721444,0.5609285383771113,-0.20885523272688164,0.9420262022069205,-0.11242947499132563,0.5314973643823512,0.4731293720480737,0.5345589766633442,-0.3234448000817086,-0.1409720971433271,0.41943788594745723,0.23991673692434395,0.20622479994532392,0.5190462041595262,0.7167902943227208
Algeria,0.9714341426491849,-0.4593985099361714,0.616983785922861,-0.41680287103536107,-0.07890959153418076,-0.9731435978985201,-0.09173242407155097,0.5609285383771113,-0.20946576950425003,0.8871375769845304,-0.11242947499132563,0.5314973643823512,0.08079337943184708,0.5345589766633442,-0.3234448000817086,-0.13445657768145317,0.40677016741326477,0.23991673692434395,0.20622479994532392,0.4953344064041945,0.7167902943227208
Algeria,0.754658089853861,-0.4593985099361714,0.5959803267701708,-0.39266205329057263,-0.07890959153418076,-0.997824753293725,-0.11534109647607914,0.5609285383771113,-0.201267132779589,0.8322489517621404,-0.11242947499132563,0.5314973643823512,-0.259498042735288,0.5345589766633442,-0.3234448000817086,-0.1437486880975476,0.3945356708690486,0.23991673692434395,0.20622479994532392,0.4573955299956639,0.5976829250565201
Algeria,0.5378820370585369,-0.4593985099361714,0.574976867617479,-0.3685212355457842,-0.07890959153418076,-1.0249740242284502,-0.15472798481891678,0.5609285383771113,-0.20205210863620549,0.7773603265397503,-0.11242947499132563,0.5314973643823512,-0.32755632716871497,0.5345589766633442,-0.3234448000817086,-0.21165623776646292,0.38302853348820454,0.23991673692434395,0.20622479994532392,0.40997193448500063,0.47857555579031935
Algeria,0.32110598426321296,-0.4593985099361714,0.5434716788884422,-0.336333478552733,-0.08739089315947518,-1.0126334465308477,-0.19430077282226757,0.5210318855073328,-0.20170323047770927,0.7224717013173603,-0.11866318005321612,0.48880616692955453,-0.23147404326270024,0.5345589766633442,-0.3234448000817086,-0.2533293852246964,-0.15093422523656982,0.2625440697173124,0.22840706600359578,0.3672906985254037,0.3296913442075686
Algeria,0.10432993146788898,-0.4593985099361714,0.5119664901594039,-0.31219266080794456,-0.08739089315947518,-1.0225059086889297,-0.3497546462765737,0.4013419268979976,-0.19210908111906339,0.6725729511151876,-0.11866318005321612,0.4034237720239612,-0.6958717488084377,0.45021651819571884,-0.3234448000817086,-0.48978446240924,-0.15191557320985272,0.2625440697173124,0.22840706600359578,0.3293518221168731,0.1808071326248179
Algeria,-0.112446121327435,-0.4593985099361714,0.4804613014303671,-0.2880518430631561,-0.08739089315947518,-1.0274421397679707,-0.21026982735043934,-2.870183608423834,-0.21103572121748299,-1.6227695581847565,-0.11866318005321612,0.5314973643823512,-0.8480020316596277,0.5345589766633442,-0.3234448000817086,-0.24867874379615315,-0.20851245399593238,0.2625440697173124,0.22840706600359578,0.29615530525940875,0.09147660567516776
Algeria,-0.329222174122759,-0.4593985099361714,0.4384543831249852,-0.26391102531836774,-0.08739089315947518,-1.0471870640841345,-0.23546821716754152,-2.9100802612936123,-0.1287004758123766,0.5727754507108422,-0.11866318005321612,0.5314973643823512,-1.032159742479489,0.5345589766633442,-0.3234448000817086,-0.2816608305016148,0.3446716493274753,0.2851714025102809,0.25058933206186745,0.277185867055144,0.09147660567516776
Algeria,-0.545998226918083,-0.4593985099361714,0.38594573524325665,-0.23172326832531648,-0.0958721947847696,-1.0126334465308477,-0.37015046510835453,0.08216870393977012,-0.010256341002912096,0.5278665755288868,-0.1248968851151066,0.2326589822127745,-1.0802008844324964,0.2393603720266555,-0.3234448000817086,-0.5223156611824522,0.33664725542716345,0.2851714025102809,0.25058933206186745,0.24873170974874603,0.002146078725517106
Algeria,-0.7627742797134069,-0.4593985099361714,0.32293535778518156,-1.2134498566133791,-0.0958721947847696,-1.0249740242284502,-0.2605472502213629,0.002375398200213252,0.0758293446060286,0.47796782532671417,-0.11866318005321612,0.14727658730718116,-0.960098029549978,0.1550179135590302,-0.3234448000817086,-0.3423335144805238,-0.15525201861127538,0.3077987353032496,0.2727715981201391,0.21553519289128176,-0.08718444822413356
Algeria,-0.9795503325087309,-0.4593985099361714,0.2599249803271079,-0.1512538758426884,-0.08739089315947518,-1.0521232951631756,-0.3588454413093371,0.007501336747556542,1.1298774809627137,0.4330589501447588,-0.11866318005321612,0.18996778475997783,-0.9360774585734744,0.19718914279284286,-0.3234448000817086,-0.5038669626647745,-0.15590255652871432,0.33042606809621805,0.2727715981201391,0.16811159738061848,-0.14673813285723364
Algeria,-1.1963263853040549,-0.4593985099361714,0.24942325075076133,-0.15930081509095123,-0.08739089315947518,-1.0471870640841345,-0.2967127583350735,-0.03927595674349853,0.30024522005871795,0.3881500749628034,-0.11866318005321612,0.14727658730718116,-0.8840328881243832,0.1550179135590302,-0.3234448000817086,-0.4001331937719222,-0.15662335818069645,0.33042606809621805,0.294953864178411,0.12068800186995521,-0.26584550212343433
Algeria,-1.4131024380993789,-0.4593985099361714,0.2284197915980711,-0.15930081509095123,-0.08739089315947518,-1.0792725660979008,-0.2969773584121784,0.02130503068298807,0.023235962212724403,0.3482310748010651,-0.11242947499132563,0.2753501796655712,-0.8399951746674599,0.28153160126046817,-0.3234448000817086,-0.40304045307510106,0.3088387513007337,0.35305340088918674,0.3171361302366827,0.07800676591035827,-0.3253991867565344
Algeria,-1.6298784908947028,-0.4593985099361714,0.2179180620217245,-0.15930081509095123,-0.07890959153418076,-1.07433633501886,-0.2937222021249319,-0.07544428027958436,-0.21103572121748299,0.3033221996191097,-0.10619576992943516,0.14727658730718116,-0.9801151720303977,0.1550179135590302,-0.3234448000817086,-0.4013358569051736,-0.15795420511728464,0.3756807336821552,0.3393183962949546,0.040067889501827644,-0.384952871389635
Angola,1.6217623010351567,-0.4593985099361714,-1.7669088279076133,1.3696176420789823,0.30274898160406827,-0.43196958367123267,-0.3714328925945435,-0.6758677005860201,-0.20074381554184467,-0.7495414296467341,0.34886469958856997,-3.225328011463756,-0.26823705827427885,-0.7727491295848483,0.031100848327889844,-0.26545763926356925,-0.16340400528945698,0.7829727239555894,0.7385991853438459,-0.45787986336013614,-0.17651497517378367
Angola,1.4049862482398328,-0.4593985099361714,-1.8404209349420326,1.4742278523063987,0.3112302832293627,0.9199010209136894,-0.3593751872538549,-0.6758677005860201,0.8093456728443175,-0.7794806797680378,0.36756581477424144,-0.621164966843159,-1.0521768849599087,-0.7727491295848483,0.05079782879508978,-0.4909018863103503,-0.16493631536972259,0.8282273895415263,0.7607814514021181,-0.4768493015644015,-0.17651497517378367
Angola,1.1882101954445088,-0.4593985099361714,-1.903431312400107,1.5305564270442384,0.32819288647995154,0.8631343635047182,-0.35334122545190927,-0.15721121327890047,0.532336414998324,-0.8094199298893413,0.3925006350218033,-0.6638561642959556,-0.6718511778319343,-0.22452314954528374,0.1098887701966895,-0.4905300820672801,-0.16645490385740475,0.8508547223344948,0.8051459835186614,-0.4958187397686668,-0.17651497517378367
Angola,0.9714341426491849,-0.4593985099361714,-1.3888465631591678,1.5546972447890268,0.3536367913558348,0.8976879810580051,-0.24257117484985394,-0.23700451901845734,0.177788986426547,-0.839359180010645,0.4236691603312557,-0.3223265846735823,-1.0561803134559928,-0.3088656080129091,0.16897971159828928,-0.2022041845138866,-0.20481993572603602,0.8961093879204322,0.8273282495769331,-0.5669541330346617,-0.5040602406558352
Angola,0.754658089853861,-0.4593985099361714,-1.9139330419764529,1.5788380625338152,0.3790806962317181,0.8532619013466365,-0.25073746784555806,-0.3566944776277926,-0.08465460830222964,-0.8643085551117313,0.4548376856407081,-0.4077089795791756,-1.0241528854873212,-0.4775505249481597,0.14928273113108936,-0.22316968067691204,0.1879577830639332,0.9187367207134006,0.8716927816934769,-0.628604807198524,-0.7720518215047867
Angola,0.5378820370585369,-0.4593985099361714,-2.0609572560452927,1.6110258195268665,0.40452460110760136,0.7890908973191038,-0.2750070498995466,-0.15721121327890047,-0.10724446906485946,-1.7924253088721436,0.492239916012051,-0.06617939995680222,-1.0201494569912373,-0.22452314954528374,0.14928273113108936,-0.2771107822225883,0.17403235023892882,0.9639913862993376,0.9160573138100202,-0.6618013240559882,-0.8911591907709874
Angola,0.32110598426321296,-0.4593985099361714,-2.113465903927021,1.6432135765199176,0.42996850598348463,0.5941097696969857,-0.26430598173742376,-0.7955576591953554,0.03378952650723486,-0.9241870553543385,0.5296421463833939,-0.8346209541071423,-0.6278134643750107,-3.218680425145983,0.14928273113108936,-0.2898454919918578,0.16059627170139865,1.0092460518852748,0.9604218459265635,-0.6997402004645188,-1.0400434023537382
Angola,0.10432993146788898,-0.4593985099361714,-2.155472822232404,1.6593074550164433,0.4554124108593679,0.6089184629341088,-0.24569675438992836,-0.4763844362371279,-0.18792254321710883,-0.949136430455425,0.5670443767547367,-0.749238559201549,-0.8399951746674599,-0.5618929834157851,0.16897971159828928,-0.25334707230894293,-0.1734040954026652,1.0545007174712118,1.0047863780431072,-0.7566485150773145,-1.1591507716199387
Angola,-0.112446121327435,-0.4593985099361714,-2.2079814701141323,1.6914952120094946,0.4808563157352511,0.4312141440886339,-0.2784446011268914,-0.3167978247580142,-0.12259510803869285,-0.9740858055565113,0.5982129020641892,-0.3223265846735823,-1.0241528854873212,-0.3932080664805344,0.16897971159828928,-0.32271839639852845,-0.15993258990985088,1.0771280502641802,1.0491509101596506,-0.8230415487922431,-1.2782581408861393
Angola,-0.329222174122759,-0.4593985099361714,-2.260490117995861,1.7397768474990714,0.5063002206111344,0.3053402515730894,-0.3588110448273049,-1.6734175799118023,-0.14431277340508214,-1.004025055677815,0.6293814273736416,-1.9872832853326525,-0.5597551799415837,-2.037886006599228,0.14928273113108936,-0.5061042747728716,-0.17198673849706522,1.1223827158501176,1.0713331762179223,-0.894176942058238,-1.42714235246889
Angola,-0.545998226918083,-0.4593985099361714,-2.2919953067248984,1.7478237867473343,0.5232628238617233,0.1078910084114509,-0.3220302908507421,-1.6867405544969711,-0.18853307999447722,-1.0289744307789013,0.660549952683094,-1.8592096929742625,-0.7359060337692774,-1.8692010896639775,0.16897971159828928,-0.4232871695501233,0.11146403564338561,-0.8688225699311153,1.1156977083344661,-0.9558276162221002,-1.5462497217350906
Angola,-0.7627742797134069,-0.4593985099361714,-2.3235004954539353,1.7800115437403854,0.5402254271123121,-0.2647944380561419,-0.3669717926478178,-2.7387217595310474,-0.20850635456838543,-1.0539238058799876,0.6854847729306559,-3.3534016038221464,-0.4916968955081567,-3.303022883613608,0.14928273113108936,-0.5145534332638746,0.10020436234861939,-0.8235679043451781,-0.8363417047934486,-1.00799357128383,-1.6653570910012911
Angola,-0.9795503325087309,-0.4593985099361714,-2.3550056841829727,1.796105422236911,0.5487067287376065,-0.27466690021422374,-0.3533538446289667,-2.7543403776972664,-0.10672115182711514,-1.0738833059608566,0.7041858881163273,-3.3534016038221464,-0.6117997503906749,-3.303022883613608,0.12958575066388942,-0.46986384539520687,-0.17918409906087793,-0.7783132387592411,-0.7919771726769052,-1.0506748072434264,-1.8142413025840418
Angola,-1.1963263853040549,-0.4593985099361714,-2.3865108729120097,1.8202462399816994,0.557188030362901,-0.4400306413620961,-0.3593387962020724,-1.6864539679580561,0.8308016795918346,-1.098832681061943,0.7166532982401084,-1.944592087879856,-0.9240671730852227,-1.7426874019625396,0.1098887701966895,-0.47465007845759655,0.07900610839748258,-0.7556859059662725,-0.7476126405603616,-1.0743866049987583,-1.9333486718502426
Angola,-1.4131024380993789,-0.4593985099361714,-2.470524709522775,-0.9720416791654948,0.5656693319881954,-0.4992654143105876,-0.35615804093971054,-1.7596848792379993,0.5779522342217038,-1.1237820561630294,0.7291207083638893,-1.7738272980686691,-0.22346718627053253,-1.8692010896639775,0.07049480926228971,-0.4876176986003303,0.069343894058641,-0.7104312403803354,-0.703248108443818,-1.1218102005094215,-2.0524560411164434
Angola,-1.6298784908947028,-0.4593985099361714,-2.5125316278281584,-0.9398539221724436,0.5656693319881954,-0.6794378486955828,-0.36344251215203016,-2.3077919023834967,-0.017495562791708528,-1.1437415562438986,0.7353544134257798,-3.3960928012749427,-1.2603551667562738,-2.290913382002104,0.05079782879508978,-0.48557609355689807,-0.18210948686082223,-0.6651765747943984,-0.6588835763272746,-1.1644914364690184,-2.201340252699194
Antigua and Barbuda,1.6217623010351567,-0.4593985099361714,0.7535062704153562,-1.2214967958616418,-0.2570169256653636,-0.3599112613898524,-0.3714328925945435,0.720515149856225,-0.21103572121748299,0.46798807528627984,-0.2620383964766972,0.14727658730718116,-0.1651636195876032,0.7032438935985947,-0.3037478196145087,0.4264152372008828,-0.03227036460775306,-0.3483939156928386,-0.34833185151147,0.7419371030596436,0.56790608273997
Antigua and Barbuda,1.4049862482398328,-0.4593985099361714,0.7325028112626646,-0.2719579645666305,-0.2570169256653636,0.9766676783226605,0.8476395565232575,0.720515149856225,-0.21103572121748299,0.4330589501447588,-0.2620383964766972,0.5741885618351479,-0.15941233033318938,0.7032438935985947,-0.3037478196145087,0.37884791466894374,-0.02220581052523502,-0.3483939156928386,-0.34833185151147,0.7324523839575109,0.56790608273997
